parcel,HouseNum,Ext,Rear,Unit,Dir,Street,Des,address,I Desig Date1,I Desig Date2,D Desig Date,District,Int Desig Date,latitude,longitude
'871156350','2117','','','0000000','N','63rd','St','2117 N 63rd St','','','12/9/2011 0:00:00','OF','',39.988713954499,-75.2497448125453
'871156400','2119','','','0000000','N','63rd','St','2119 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9887722006453,-75.2497712299284
'871156450','2121','','','0000000','N','63rd','St','2121 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9888221370097,-75.2497943830597
'871156500','2123','','','0000000','N','63rd','St','2123 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9888694847599,-75.2498247719886
'871279850','2125','','','0000000','N','63rd','St','2125 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9890453353358,-75.2498290086676
'342370600','2135','','','0000000','N','63rd','St','2135 N 63rd St','','','12/9/2011 0:00:00','OF','',39.9896316034005,-75.2502679896733
'774271000','5800','','','0000000','','Overbrook','Ave','5800 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9909427573187,-75.2415116552588
'774272000','5820','','','0000000','','Overbrook','Ave','5820 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9907908546724,-75.2418493081542
'522200710','5830','','','0000000','','Overbrook','Ave','5830 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9906284426301,-75.2422087695983
'774273000','5834','36','','0000000','','Overbrook','Ave','5834-36 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9905075957079,-75.2424595847905
'522200900','5840','','','0000000','','Overbrook','Ave','5840 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9904105871733,-75.2426702454052
'522201000','5844','','','0000000','','Overbrook','Ave','5844 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9902819747169,-75.2429427675025
'522201100','5854','','','0000000','','Overbrook','Ave','5854 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9901717126923,-75.2431753377842
'522201200','5870','','','0000000','','Overbrook','Ave','5870 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9901467484407,-75.2434154698076
'522201300','5880','','','0000000','','Overbrook','Ave','5880 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9900366412549,-75.2436551737082
'522202101','5841','','','0000000','','Overbrook','Ave','5841 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9909538182797,-75.2432749992135
'522202200','5849','','','0000000','','Overbrook','Ave','5849 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9908224603731,-75.2435476236243
'522202300','5859','','','0000000','','Overbrook','Ave','5859 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9906878125466,-75.2437953760354
'522202400','5869','','','0000000','','Overbrook','Ave','5869 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9905646854558,-75.2440676945993
'522201805','5950','','','0000000','','Overbrook','Ave','5950 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9891659437278,-75.2456616578809
'522202405','5901','','','0000000','','Overbrook','Ave','5901 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9903242474107,-75.2445014343944
'522202500','5911','','','0000000','','Overbrook','Ave','5911 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9902974707338,-75.2447844769743
'522202600','5921','','','0000000','','Overbrook','Ave','5921 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9901454027535,-75.2451149844791
'522202700','5937','','','0000000','','Overbrook','Ave','5937 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9900066647003,-75.2454271473728
'522202800','5951','','','0000000','','Overbrook','Ave','5951 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9899538663688,-75.2456504527933
'522202900','5965','','','0000000','','Overbrook','Ave','5965 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9898762936007,-75.2458711011008
'342141900','6000','','','0000000','','Overbrook','Ave','6000 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.989265032833,-75.2466790970322
'774579000','6020','','','0000000','','Overbrook','Ave','6020 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9895221646452,-75.2472622832056
'774579200','6030','','','0000000','','Overbrook','Ave','6030 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9897837366653,-75.2475454064233
'522202910','6005','','','0000000','','Overbrook','Ave','6005 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9899974367856,-75.2462629367448
'522203000','6015','','','0000000','','Overbrook','Ave','6015 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9900899920626,-75.2464773126156
'522203100','6025','','','0000000','','Overbrook','Ave','6025 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9902076321365,-75.2467086158959
'522203200','6037','','','0000000','','Overbrook','Ave','6037 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9904468855027,-75.2468497498147
'344173800','6300','','','0000000','','Overbrook','Ave','6300 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9879567353246,-75.2499047872377
'344173900','6304','','','0000000','','Overbrook','Ave','6304 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9878029678873,-75.2500318339403
'344174100','6312','','','0000000','','Overbrook','Ave','6312 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9876399863856,-75.2503662888635
'344174300','6320','','','0000000','','Overbrook','Ave','6320 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9875090000316,-75.2506567227608
'344174600','6362','','','0000000','','Overbrook','Ave','6362 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9869309696445,-75.2517311832214
'344174700','6370','','','0000000','','Overbrook','Ave','6370 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9868452040692,-75.2520806400948
'344174800','6374','','','0000000','','Overbrook','Ave','6374 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9867090358335,-75.2523855381607
'344174900','6376','','','0000000','','Overbrook','Ave','6376 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9865545123952,-75.2527303811008
'344175000','6378','','','0000000','','Overbrook','Ave','6378 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9864497185827,-75.2529627209487
'344175100','6380','','','0000000','','Overbrook','Ave','6380 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9863817886025,-75.2531223028498
'344175300','6386','','','0000000','','Overbrook','Ave','6386 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9862560505375,-75.2534018225944
'344175500','6392','','','0000000','','Overbrook','Ave','6392 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.986101601629,-75.2537502281527
'344175600','6396','','','0000000','','Overbrook','Ave','6396 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9859130307671,-75.2541712875187
'881125700','6301','15','','0000000','','Overbrook','Ave','6301-15 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.988382581844,-75.2504175004762
'344177100','6323','','','0000000','','Overbrook','Ave','6323 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9881700514407,-75.2507466403714
'344177200','6329','','','0000000','','Overbrook','Ave','6329 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9880624399539,-75.2509755224505
'344177300','6331','','','0000000','','Overbrook','Ave','6331 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9879548280103,-75.2512044038045
'344177600','6363','','','0000000','','Overbrook','Ave','6363 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9872789897017,-75.2524538306394
'344177700','6367','','','0000000','','Overbrook','Ave','6367 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9871753331712,-75.2528646385307
'344177800','6371','','','0000000','','Overbrook','Ave','6371 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9870574397958,-75.253126022965
'344177900','6381','','','0000000','','Overbrook','Ave','6381 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9869500563516,-75.2533655993469
'344178100','6389','','','0000000','','Overbrook','Ave','6389 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9867796864957,-75.2537395845766
'344178200','6391','','','0000000','','Overbrook','Ave','6391 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9866068041132,-75.2541243705458
'344178300','6399','','','0000000','','Overbrook','Ave','6399 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9864235648164,-75.2545380958535
'344175700','6400','','','0000000','','Overbrook','Ave','6400 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9856669593449,-75.2547265493851
'344175800','6408','','','0000000','','Overbrook','Ave','6408 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9854755633306,-75.2551441369513
'344175900','6416','','','0000000','','Overbrook','Ave','6416 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9853367204567,-75.2554526907104
'344176000','6420','','','0000000','','Overbrook','Ave','6420 Overbrook Ave','','','12/9/2011 0:00:00','OF','',39.9852633764833,-75.2556160362615
'152016705','2232','','','0000000','','Brandywine','St','2232 Brandywine St','12/5/1974 0:00:00','','10/11/2000 0:00:00','SG','',39.9648081773629,-75.1756111910425
'152026700','2233','','','0000000','','Brandywine','St','2233 Brandywine St','','','10/11/2000 0:00:00','SG','',39.9650774053409,-75.1756152647534
'152026800','2235','','','0000000','','Brandywine','St','2235 Brandywine St','','','10/11/2000 0:00:00','SG','',39.9650838533995,-75.1756578492126
'152026900','2237','','','0000000','','Brandywine','St','2237 Brandywine St','','','10/11/2000 0:00:00','SG','',39.9650875574837,-75.1757005376603
'888058058','113','','','3A1','','Bread','St','113 Bread St','','','12/12/2003 0:00:00','OC','',39.9527717006239,-75.1436479625402
'051157420','542','','','0000000','','Cypress','St','542 Cypress St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9447706075756,-75.1514691236791
'053013600','1336','','','0000000','','Cypress','St','1336 Cypress St','1/22/1963 0:00:00','','','','',39.9462947669386,-75.1633746871191
'051168905','210','','','0000000','','Delancey','St','210 Delancey St','','','3/10/1999 0:00:00','SH','',39.9435841757498,-75.1456558836181
'051160235','211','','','0000000','','Delancey','St','211 Delancey St','','','3/10/1999 0:00:00','SH','',39.943930631545,-75.1455534059306
'051168910','212','','','0000000','','Delancey','St','212 Delancey St','','','3/10/1999 0:00:00','SH','',39.9435943501568,-75.1457411250827
'051160245','213','','','0000000','','Delancey','St','213 Delancey St','','','3/10/1999 0:00:00','SH','',39.9438937544555,-75.1456226111176
'051169100','214','','','0000000','','Delancey','St','214 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9435719210599,-75.1458418879009
'051169201','216','','','0000000','','Delancey','St','216 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9435719210599,-75.1458418879009
'051160750','217','','','0000000','','Delancey','St','217 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9439291099286,-75.1457282958788
'051169301','218','','','0000000','','Delancey','St','218 Delancey St','','','3/10/1999 0:00:00','SH','',39.9435822571983,-75.1459342591228
'051169400','220','','','0000000','','Delancey','St','220 Delancey St','','','3/10/1999 0:00:00','SH','',39.9436026787364,-75.1459869961816
'051161000','223','','','0000000','','Delancey','St','223 Delancey St','9/26/1961 0:00:00','','3/10/1999 0:00:00','SH','',39.9439197687222,-75.1460426371363
'051169500','222','','','0000000','','Delancey','St','222 Delancey St','9/26/1961 0:00:00','','3/10/1999 0:00:00','SH','',39.9436095424487,-75.1460473887444
'051169600','224','','','0000000','','Delancey','St','224 Delancey St','','','3/10/1999 0:00:00','SH','',39.9436163251998,-75.1461042164449
'051161100','225','','','0000000','','Delancey','St','225 Delancey St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9439347832743,-75.1460991496669
'051169700','226','','','0000000','','Delancey','St','226 Delancey St','','','3/10/1999 0:00:00','SH','',39.9436095501131,-75.1461686996048
'051161200','227','','','0000000','','Delancey','St','227 Delancey St','12/31/1984 0:00:00','','3/10/1999 0:00:00','SH','',39.9439417278551,-75.1461631074276
'051169805','228','30','','0000000','','Delancey','St','228-30 Delancey St','','','3/10/1999 0:00:00','SH','',39.9436164946552,-75.1462326570666
'051161300','229','','','0000000','','Delancey','St','229 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9439584417665,-75.1462944827455
'051161400','231','','','0000000','','Delancey','St','231 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9439653862385,-75.1463584405484
'051170000','232','','','0000000','','Delancey','St','232 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9436387772747,-75.1463673863853
'051161500','233','','','0000000','','Delancey','St','233 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9439942012206,-75.1464179924297
'888049202','238','','','B','','Delancey','St','238 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9436502458369,-75.1465096660507
'051170200','234','','','0000000','','Delancey','St','234 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9436487083967,-75.1464419333953
'051161600','235','37','','0000000','','Delancey','St','235-37 Delancey St','','','3/10/1999 0:00:00','SH','',39.944001631128,-75.1465033396493
'051170300','236','','','0000000','','Delancey','St','236 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9436502458369,-75.1465096660507
'888049200','238','','','A','','Delancey','St','238 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9436502458369,-75.1465096660507
'051161700','239','','','0000000','','Delancey','St','239 Delancey St','9/26/1961 0:00:00','','3/10/1999 0:00:00','SH','',39.9440118049053,-75.1465885817643
'051170500','240','','','0000000','','Delancey','St','240 Delancey St','','','3/10/1999 0:00:00','SH','',39.9436697841977,-75.1466445006477
'051161800','241','','','0000000','','Delancey','St','241 Delancey St','9/26/1961 0:00:00','','3/10/1999 0:00:00','SH','',39.9440186683008,-75.1466489747513
'051170600','242','','','0000000','','Delancey','St','242 Delancey St','6/30/1959 0:00:00','','3/10/1999 0:00:00','SH','',39.9436876232977,-75.1467044728639
'051161910','243','','','0000000','','Delancey','St','243 Delancey St','3/30/1962 0:00:00','','3/10/1999 0:00:00','SH','',39.9439544321264,-75.1467227955065
'051170700','244','','','0000000','','Delancey','St','244 Delancey St','6/30/1959 0:00:00','','3/10/1999 0:00:00','SH','',39.943697473292,-75.1467754550973
'051170800','246','','','0000000','','Delancey','St','246 Delancey St','11/2/1959 0:00:00','','3/10/1999 0:00:00','SH','',39.9437043365893,-75.1468358478239
'051170900','248','','','0000000','','Delancey','St','248 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9437110380448,-75.146889110802
'051171005','250','','','0000000','','Delancey','St','250 Delancey St','','','3/10/1999 0:00:00','SH','',39.9437921492976,-75.1469537953941
'051171200','300','','','0000000','','Delancey','St','300 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9438214624886,-75.1472773591711
'051162210','301','','','0000000','','Delancey','St','301 Delancey St','','','3/10/1999 0:00:00','SH','',39.944075043229,-75.1474389106635
'051171300','302','','','0000000','','Delancey','St','302 Delancey St','4/30/1957 0:00:00','','3/10/1999 0:00:00','SH','',39.9437929779427,-75.1473533778048
'051162215','303','','','0000000','','Delancey','St','303 Delancey St','','','3/10/1999 0:00:00','SH','',39.944075043229,-75.1474389106635
'051171400','304','','','0000000','','Delancey','St','304 Delancey St','','','3/10/1999 0:00:00','SH','',39.9437891887535,-75.1474284505735
'051162220','305','','','0000000','','Delancey','St','305 Delancey St','','','3/10/1999 0:00:00','SH','',39.944075043229,-75.1474389106635
'022095900','105','','','0000000','','Christian','St','105 Christian St','6/24/1958 0:00:00','','','','',39.9358052640027,-75.1455972171273
'021002900','108','','','0000000','','Christian','St','108 Christian St','6/24/1958 0:00:00','5/31/1966 0:00:00','','','',39.9355105461833,-75.1458011587319
'021003000','110','','','0000000','','Christian','St','110 Christian St','6/24/1958 0:00:00','5/31/1966 0:00:00','','','',39.9355283047897,-75.145857559079
'022096300','121','','','0000000','','Christian','St','121 Christian St','6/24/1958 0:00:00','','','','',39.9359850272574,-75.1461361673881
'022096400','123','','','0000000','','Christian','St','123 Christian St','6/24/1958 0:00:00','','','','',39.9359999608388,-75.1461891088681
'022096500','125','','','0000000','','Christian','St','125 Christian St','6/24/1958 0:00:00','','','','',39.9360149753209,-75.1462456148474
'021003900','126','','','0000000','','Christian','St','126 Christian St','6/24/1958 0:00:00','5/31/1966 0:00:00','','','',39.9355443209227,-75.1464420238781
'021004200','132','','','0000000','','Christian','St','132 Christian St','6/24/1958 0:00:00','','','','',39.9357167914162,-75.1465388760173
'082090300','2101','','','0000000','','Locust','St','2101 Locust St','','','2/8/1995 0:00:00','RF','',39.9497966405198,-75.1760871594676
'082090400','2103','','','0000000','','Locust','St','2103 Locust St','','','2/8/1995 0:00:00','RF','',39.9498033283947,-75.176140430101
'082100400','2104','','','0000000','','Locust','St','2104 Locust St','','','2/8/1995 0:00:00','RF','',39.9495396441,-75.176261034009
